1,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-119.7799987793,-4.1497445711,45.0000000000
2,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-119.7699966431,-4.1497445711,45.0000000000
3,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-119.6999969482,-4.1497445711,45.0000000000
4,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-119.8099975586,-4.1497445711,45.0000000000
5,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-119.8799972534,-4.1497445711,45.0000000000
6,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-119.9599990845,-4.1497445711,45.0000000000
7,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.0500030518,-4.1497445711,45.0000000000
8,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.2200012207,-4.1497445711,45.0000000000
9,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.1800003052,-4.1497445711,45.0000000000
10,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.2099990845,-4.1497445711,45.0000000000
11,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.3899993896,-4.1497445711,45.0000000000
12,48.4073371100,-4.4944811320,5362654.5421719700,-389400.3170677270,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.4700012207,85.7605943999,-45.0000000000
13,48.4073371100,-4.4944811320,5362654.5421719700,-389400.3170677270,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.4100036621,85.7605943999,-45.0000000000
14,48.4073371100,-4.4944811320,5362654.5421719700,-389400.3170677270,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.7300033569,85.7605943999,-45.0000000000
15,48.4073371100,-4.4944811320,5362654.5421719700,-389400.3170677270,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.9199981689,85.7605943999,-45.0000000000
16,48.4073371100,-4.4944811320,5362654.5421719700,-389400.3170677270,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.8399963379,85.7605943999,-45.0000000000
17,48.4073371100,-4.4944811320,5362654.5421719700,-389400.3170677270,0.0000000000,0.0000000000,5362820.0000000000,-389091.9687500000,-120.7900009155,85.7605943999,-45.0000000000
